#
#
# US Geological Survey
# retrieved: 2017-04-10 14:20:05 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2017-04-10 14:20:05 EDT
#
# there are 1549 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	05481920	Beaver Creek near Granger, IA	41.73190436	-93.78002970	5	NAD83
USGS	05481950	Beaver Creek near Grimes, IA	41.68832155	-93.73550020	F	NAD83
USGS	05481990	Beaver Creek at Johnston, IA	41.65315526	-93.69760970	5	NAD83
USGS	05482000	Des Moines River at 2nd Avenue at Des Moines, IA	41.61248906	-93.62105130	F	NAD83
USGS	05482100	North Raccoon River near Rembrandt, IA	42.77775510	-95.09249270	F	NAD83
USGS	05482120	North Raccoon River near Truesdale, IA	42.70525600	-95.07749210	F	NAD83
USGS	05482135	North Raccoon River near Newell, IA	42.60442350	-95.04526830	F	NAD83
USGS	05482148	Outlet Creek at 640th Street near Storm Lake, IA	42.59019444	-95.09288890	T	NAD83
USGS	05482170	Big Cedar Creek near Varina, IA	42.68886469	-94.79831700	S	NAD83
USGS	05482180	Little Cedar Creek near Fonda, IA	42.61803285	-94.84748480	F	NAD83
USGS	05482200	Big Cedar Creek at Fonda, IA	42.58886660	-94.84776250	F	NAD83
USGS	05482220	Cedar Creek at Sac City, IA	42.40387020	-94.97804400	F	NAD83
USGS	05482260	North Raccoon River at Sac City, IA	42.39525928	-94.98248860	F	NAD83
USGS	05482300	North Raccoon River near Sac City, IA	42.35475000	-94.99033330	S	NAD83
USGS	05482320	Indian Creek near Lake View, IA	42.33748246	-94.99360030	F	NAD83
USGS	05482340	North Raccoon River near Lake View, IA	42.33026029	-94.97665540	F	NAD83
USGS	05482360	West Fork Camp Creek near Lytton, IA	42.38498106	-94.83915110	F	NAD83
USGS	05482361	West Fork Camp Creek near Yetter, IA	42.37333330	-94.84222220	F	NAD83
USGS	05482380	Camp Creek near Lake City, IA	42.29192710	-94.83248450	F	NAD83
USGS	05482400	North Raccoon River near Lake City, IA	42.26026100	-94.82553990	F	NAD83
USGS	05482410	Lake Creek near Rockwell City, IA	42.39942400	-94.60719960	F	NAD83
USGS	05482420	Lake Creek near Lake City, IA	42.26081645	-94.78248300	F	NAD83
USGS	05482430	North Raccoon River near Lanesboro, IA	42.16908330	-94.72602780	1	NAD83
USGS	05482440	Purgatory Creek near Lanesboro, IA	42.16609425	-94.62942230	F	NAD83
USGS	05482460	East Cedar Creek near Somers, IA	42.36497820	-94.45580560	F	NAD83
USGS	05482480	Cedar Creek near Churdan, IA	42.13720530	-94.58080950	F	NAD83
USGS	05482495	North Raccoon Riv at U.S. Hwy 30 nr Jefferson, IA	42.03444444	-94.47280560	1	NAD83
USGS	05482500	North Raccoon River near Jefferson, IA	41.98803907	-94.37691270	F	NAD83
USGS	05482600	Hardin Creek at Farnhamville, IA	42.26692340	-94.41969290	F	NAD83
USGS	05482700	Hardin Creek near Churdan, IA	42.16609209	-94.43413760	F	NAD83
USGS	05482800	Happy Run at Churdan, IA	42.17109297	-94.49441770	F	NAD83
USGS	05482900	Hardin Creek near Farlin, IA	42.09248216	-94.42774830	F	NAD83
USGS	05482970	Field Drainage to E Fk Hardin Creek nr Churdan, IA	42.17942428	-94.37830220	F	NAD83
USGS	05483000	East Fork Hardin Creek near Churdan, IA	42.10748116	-94.37024610	F	NAD83
USGS	05483020	East Fork Hardin Creek near Jefferson, IA	42.07803730	-94.37080160	F	NAD83
USGS	05483050	Hardin Creek near Jefferson, IA	42.02192700	-94.33385570	F	NAD83
USGS	05483080	West Buttrick Creek at Callender, IA	42.36164060	-94.28691020	F	NAD83
USGS	05483100	West Buttrick Creek near Farnhamville, IA	42.20914550	-94.35552360	F	NAD83
USGS	05483150	East Buttrick Creek near Grand Junction, IA	42.06359200	-94.26829780	F	NAD83
USGS	05483200	Buttrick Creek near Grand Junction, IA	42.03470406	-94.28774290	F	NAD83
USGS	05483210	Buttrick Creek near Jefferson, IA	41.99303836	-94.29052060	F	NAD83
USGS	05483250	Greenbrier Creek near Jamaica, IA	41.85859600	-94.29024200	F	NAD83
USGS	05483300	North Raccoon River near Perry, IA	41.83526309	-94.13190290	F	NAD83
USGS	05483301	North Raccoon River South of Perry, IA	41.79079167	-94.10290170	5	NAD83
USGS	05483305	North Raccoon River at Adel, IA	41.61609920	-94.00939720	F	NAD83
USGS	05483310	South Raccoon River near Guthrie Center, IA	41.69165310	-94.53163890	F	NAD83
USGS	05483312	South Raccoon River at Guthrie Center, IA	41.67220878	-94.50191540	F	NAD83
USGS	05483318	Brushy Fork Creek near Templeton, IA	41.94581909	-94.87943060	F	NAD83
USGS	05483320	Brushy Fork Creek near Dedham, IA	41.89498600	-94.79053840	F	NAD83
USGS	05483330	Brushy Fork Creek near Guthrie Center, IA	41.65248680	-94.44163520	F	NAD83
USGS	05483340	South Raccoon River near Monteith, IA	41.63054250	-94.41968980	F	NAD83
USGS	05483341	Beaver Creek at Glendon, IA	41.58925000	-94.40161110	1	NAD83
USGS	05483343	Hazelbrush Creek near Maple River, IA	42.12665120	-94.97582270	F	NAD83
USGS	05483345	Middle Raccoon River above Carroll, IA	42.07831828	-94.90220930	F	NAD83
USGS	05483349	Middle Raccoon River Tributary at Carroll, IA	42.04165195	-94.87887520	F	NAD83
USGS	05483350	Middle Raccoon River near Carroll, IA	42.05248530	-94.82304000	F	NAD83
USGS	05483360	Middle Raccoon River near Glidden, IA	42.04220776	-94.76914920	F	NAD83
USGS	05483380	Willow Creek near Scranton, IA	41.89220770	-94.58664210	F	NAD83
USGS	05483400	Willow Creek near Bayard, IA	41.81998577	-94.55080700	F	NAD83
USGS	05483450	Middle Raccoon River near Bayard, IA	41.77908330	-94.49286110	S	NAD83
USGS	05483462	Springbrook Lake Outlet near Guthrie Center, IA	41.77526380	-94.46552590	F	NAD83
USGS	05483463	Springbrook Creek at Bagley, IA	41.77361110	-94.46583330	F	NAD83
USGS	05483600	Middle Raccoon River at Panora, IA	41.68720900	-94.37107730	F	NAD83
USGS	05483620	Mosquito Creek near Linden, IA	41.71748687	-94.24940630	F	NAD83
USGS	05483640	Mosquito Creek near Redfield, IA	41.62970977	-94.20273720	F	NAD83
USGS	05483660	Middle Raccoon River at Redfield, IA	41.59026560	-94.20301470	F	NAD83
USGS	05484000	South Raccoon River at Redfield, IA	41.58943240	-94.15134630	F	NAD83
USGS	05484200	Panther Creek near Adel, IA	41.59859915	-94.09690000	F	NAD83
USGS	05484500	Raccoon River at Van Meter, IA	41.53387790	-93.94995030	F	NAD83
USGS	05484600	Raccoon River near West Des Moines, IA	41.53171179	-93.78197290	5	NAD83
USGS	05484650	Raccoon River at 63rd Street at Des Moines, IA	41.56165610	-93.70355390	F	NAD83
USGS	05484660	Walnut Creek near Grimes, IA	41.68832120	-93.85130940	5	NAD83
USGS	05484670	Walnut Creek near Dallas Center, IA	41.67276580	-93.84883700	F	NAD83
USGS	05484675	Walnut Creek Trib near Grimes, IA	41.66212700	-93.85300380	5	NAD83
USGS	05484680	Walnut Creek Southwest of Grimes, IA	41.64379395	-93.82483600	5	NAD83
USGS	05484685	Little Walnut Creek near Urbandale, IA	41.63309958	-93.83355850	5	NAD83
USGS	05484690	Walnut Creek at Dallas-Polk Co Line nr Grimes, IA	41.62912745	-93.81461340	5	NAD83
USGS	05484700	Walnut Creek at West Des Moines, IA	41.60026680	-93.72827720	F	NAD83
USGS	05484800	Walnut Creek at Des Moines, IA	41.58721140	-93.70327620	F	NAD83
USGS	05484890	Raccoon Riv at Infil. Galleries at Des Moines, IA	41.57082270	-93.65244110	F	NAD83
USGS	05484900	Raccoon River at Fleur Drive at Des Moines, IA	41.58165598	-93.64299640	F	NAD83
USGS	05485000	Raccoon River at Des Moines, IA	41.57248940	-93.62355130	T	NAD83
USGS	05485500	Des Moines River blw Raccoon Riv at Des Moines, IA	41.57776716	-93.60549510	F	NAD83
USGS	05485520	Des Moines River below Des Moines, IA	41.55082300	-93.52493680	U	NAD83
USGS	05485598	Fourmile Creek 1.2 mi u/s of Outfall at Ankeny, IA	41.73347220	-93.57344440	T	NAD83
USGS	05485600	Fourmile Creek at Ankeny, IA	41.73165475	-93.57271660	5	NAD83
USGS	0548560280	Fourmile Creek 400 ft u/s of Outfall nr Ankeny, IA	41.71916667	-93.57222220	1	NAD83
USGS	0548560290	Fourmile Creek 275 ft u/s of Outfall nr Ankeny, IA	41.71863889	-93.57211110	1	NAD83
USGS	05485603	Fourmile Creek 175 ft u/s of Outfall nr Ankeny, IA	41.71838889	-93.57169440	1	NAD83
USGS	0548560402	Fourmile Creek 350 ft d/s of Outfall nr Ankeny, IA	41.71888889	-93.57050000	1	NAD83
USGS	05485605	Fourmile Creek near Ankeny, IA DS1	41.71737710	-93.57013320	5	NAD83
USGS	05485606	Unnamed Tributary to Fourmile Creek at Ankeny, IA	41.71708330	-93.56997220	T	NAD83
USGS	05485608	Fourmile Creek 1.8 mi d/s of Outfall nr Ankeny, IA	41.70412720	-93.56027170	5	NAD83
USGS	05485610	Fourmile Creek near Berwick, IA DS2	41.67301639	-93.55302130	5	NAD83
USGS	05485611	Fourmile Creek above Muchikinock Cr at Berwick, IA	41.66538889	-93.54958330	1	NAD83
USGS	05485612	Muchikinock Creek at Berwick, IA site 5A	41.66546090	-93.54938230	5	NAD83
USGS	05485614	Fourmile Creek South of Berwick, IA site 6	41.66194444	-93.54666670	S	NAD83
USGS	05485640	Fourmile Creek at Des Moines, IA	41.61387800	-93.54549320	F	NAD83
USGS	05485650	Fourmile Creek at University Ave at Des Moines, IA	41.60082260	-93.52993700	U	NAD83
USGS	05485700	North River near Earlham, IA	41.39998900	-94.18356760	U	NAD83
USGS	05485800	North Branch North River at McBride, IA	41.42415670	-93.94272700	F	NAD83
USGS	05485850	North Bank North River at Winterset, IA	41.43332330	-93.93356010	U	NAD83
USGS	05485900	North River near Winterset, IA	41.43332340	-93.91689290	U	NAD83
USGS	05485940	Cedar Creek Tributary No 2 near Winterset, IA	41.33026794	-94.05161830	F	NAD83
USGS	05485985	Badger Creek No 1 near Booneville, IA	41.47498956	-93.94744980	U	NAD83
USGS	05485990	Badger Creek No 2 near Booneville, IA	41.46943420	-93.90855960	U	NAD83
USGS	05486000	North River near Norwalk, IA	41.45790739	-93.65496850	S	NAD83
USGS	05486100	Middle River near Casey, IA	41.49998740	-94.48358000	U	NAD83
USGS	05486150	Middle River at Middle River, IA	41.33332237	-94.23356830	U	NAD83
USGS	05486230	Bush Branch Creek near Stanzel, IA	41.31582219	-94.27856970	F	NAD83
USGS	05486300	Clanton Creek at East Peru, IA	41.23332539	-93.91689140	U	NAD83
USGS	05486350	Clanton Creek near Martensdale, IA	41.34999207	-93.75022080	U	NAD83
USGS	05486400	Middle River at Martensdale, IA	41.36665857	-93.73355370	U	NAD83
USGS	05486490	Middle River near Indianola, IA	41.42415810	-93.58743860	S	NAD83
USGS	05486700	South River near New Virginia, IA	41.21666074	-93.73355290	U	NAD83
USGS	05486900	Squaw Creek near Jamison, IA	41.13332866	-93.73355270	U	NAD83
USGS	05487100	Squaw Creek near Indianola, IA	41.29999360	-93.60021650	U	NAD83
USGS	05487200	South River near Indianola, IA	41.33332640	-93.58354940	U	NAD83
USGS	05487300	South Otter Creek near Woodburn, IA	41.03333090	-93.65021700	U	NAD83
USGS	05487350	South Otter Creek Tributary near Woodburn, IA	41.04666450	-93.59077130	U	NAD83
USGS	05487400	Otter Creek near Norwood, IA	41.14999660	-93.53354790	U	NAD83
USGS	05487450	Otter Creek near Milo, IA	41.28388340	-93.48604680	U	NAD83
USGS	05487470	South River near Ackworth, IA	41.33721569	-93.48632460	F	NAD83
USGS	05487500	Des Moines River near Runnells, IA	41.48860160	-93.33826470	F	NAD83
USGS	05487520	Des Moines River near Swan, IA	41.48940000	-93.27825000	S	NAD83
USGS	05487540	Walnut Creek near Prairie City, IA	41.60085050	-93.29598500	S	NAD83
USGS	05487550	Walnut Creek near Vandalia, IA	41.53702778	-93.25897220	1	NAD83
USGS	05487600	South White Breast Creek near Osceola, IA	40.95999850	-93.69132940	U	NAD83
USGS	05487695	White Breast Creek UPS RM S WBC near Woodburn, IA	40.97555450	-93.61466090	U	NAD83
USGS	05487700	White Breast Creek near Woodburn, IA	40.97666586	-93.58743800	U	NAD83
USGS	05487770	Brush Creek near Lucas, IA	41.01861110	-93.50611110	5	NAD83
USGS	05487800	White Breast Creek at Lucas, IA	41.02333249	-93.46576840	U	NAD83
USGS	05487810	White Breast Creek near Lucas, IA	41.05722096	-93.41160060	U	NAD83
USGS	05487825	Little White Breast Creek Trib near Chariton, IA	41.05999899	-93.30437600	F	NAD83
USGS	05487880	White Breast Creek near Lacona, IA	41.16055275	-93.35159930	U	NAD83
USGS	05487900	White Breast Creek near Newborn, IA	41.16994700	-93.36235510	F	NAD83
USGS	05487950	Wolf Creek near Lacona, IA	41.21944070	-93.32798770	U	NAD83
USGS	05487980	White Breast Creek near Dallas, IA	41.24663889	-93.29016670	1	NAD83
USGS	05488000	White Breast Creek near Knoxville, IA	41.32360690	-93.14992740	S	NAD83
USGS	05488050	Butcher Creek near Knoxville, IA	41.33166190	-93.17659460	U	NAD83
USGS	05488110	Des Moines River near Pella, IA	41.36055325	-92.97325560	F	NAD83
USGS	05488180	English Creek near Columbia, IA	41.18166460	-93.19909580	U	NAD83
USGS	05488200	English Creek near Knoxville, IA	41.30055336	-93.04548050	F	NAD83
USGS	05488300	English River near Harvey, IA	41.33333210	-92.95019990	U	NAD83
USGS	05488500	Des Moines River near Tracy, IA	41.28139069	-92.86150400	S	NAD83
USGS	05488550	Cedar Creek at Melrose, IA	40.96667110	-93.05020270	U	NAD83
USGS	05488600	Cedar Creek near Albia, IA	41.01667325	-92.88353120	U	NAD83
USGS	05488620	Coal Creek near Albia, IA	41.01722950	-92.84630790	U	NAD83
USGS	05488700	Cedar Creek near Lovilia, IA	41.11667028	-92.93353320	U	NAD83
USGS	05488750	Cedar Creek near Hamilton, IA	41.18611338	-92.93214470	U	NAD83
USGS	05488800	North Cedar Creek near Lovilia, IA	41.15000079	-93.05020300	U	NAD83
USGS	05488895	North Cedar Creek near Attica, IA	41.16944476	-93.05659220	U	NAD83
USGS	05488900	North Cedar Creek near Marysville, IA	41.18333397	-93.01686900	U	NAD83
USGS	05488990	North Cedar Creek near Bussey, IA	41.21222400	-92.93075590	F	NAD83
USGS	05489000	Cedar Creek near Bussey, IA	41.21900210	-92.90853320	S	NAD83
USGS	05489010	Honey Creek near Tracy, IA	41.24305679	-92.92797830	U	NAD83
USGS	05489020	Walnut Creek near Tracy, IA	41.28527785	-92.93908920	U	NAD83
USGS	05489030	Cedar Creek near Tracy, IA	41.25500250	-92.85742100	U	NAD83
USGS	05489090	South Coal Creek near Bussey, IA	41.22250448	-92.79519700	S	NAD83
USGS	05489150	Little Muchakinock Creek at Oskaloosa, IA	41.26611800	-92.64269290	U	NAD83
USGS	05489190	Muchakinock Creek near Eddyville, IA	41.20111925	-92.64019260	U	NAD83
USGS	05489200	Des Moines River at Eddyville, IA	41.15584220	-92.63880330	F	NAD83
USGS	05489300	Middle Avery Creek near Chillicothe, IA	41.10001140	-92.55018930	U	NAD83
USGS	05489350	South Avery Creek near Blakesburg, IA	41.01640020	-92.62574630	F	NAD83
USGS	05489400	South Avery Creek at Chillicothe, IA	41.08334530	-92.53352200	U	NAD83
USGS	05489490	Bear Creek at Ottumwa, IA	41.01445839	-92.46240870	F	NAD83
USGS	05489500	Des Moines River at Ottumwa, IA	41.01084795	-92.41129630	F	NAD83
USGS	05489620	Des Moines River at Cliffland, IA	40.95723895	-92.34240570	F	NAD83
USGS	05489800	Des Moines River at Eldon, IA	40.92085220	-92.22990300	F	NAD83
USGS	05489900	Soap Creek near Ash Grove, IA	40.85001639	-92.60018990	U	NAD83
USGS	05490050	Soap Creek at Highway 63 near Bloomfield, IA	40.88501800	-92.40932400	5	NAD83
USGS	05490100	Soap Creek near Floris, IA	40.89363020	-92.26490420	F	NAD83
USGS	05490130	Des Moines River at Selma, IA	40.87057665	-92.15795660	F	NAD83
USGS	05490170	Des Moines River at Douds, IA	40.83613409	-92.08878780	F	NAD83
USGS	05490190	Des Moines River at Kilbourn, IA	40.80030357	-91.97072850	F	NAD83
USGS	05490200	Lick Creek at Kilbourn, IA	40.80224800	-91.96683940	F	NAD83
USGS	05490300	Chequest Creek near Troy, IA	40.78807830	-92.18379100	U	NAD83
USGS	05490400	Chequest Creek near Pittsburg, IA	40.76141499	-92.01600780	F	NAD83
USGS	05490450	Des Moines River at Pittsburg, IA	40.74669365	-91.98850690	F	NAD83
USGS	05490500	Des Moines River at Keosauqua, IA	40.72780589	-91.95961700	F	NAD83
USGS	05490510	Des Moines River at Vernon, IA	40.72419670	-91.85433560	F	NAD83
USGS	05490520	Des Moines River at Bonaparte, IA	40.69642070	-91.80322270	F	NAD83
USGS	05490530	Des Moines River at Farmington, IA	40.64059008	-91.74572080	F	NAD83
USGS	05490536	Big Indian Creek No 1 near Lebanon, IA	40.70113870	-92.04434240	U	NAD83
USGS	05490540	Big Indian Creek No 2 near Keosauqua, IA	40.68725100	-91.99628530	U	NAD83
USGS	05490550	Big Indian Creek No 3 near Mount Sterling, IA	40.62808877	-91.84766900	U	NAD83
USGS	05490560	Big Indian Creek at Farmington, IA	40.63809008	-91.75016539	F	NAD83
USGS	05490700	Sugar Creek near Charleston, IA	40.59034418	-91.58424270	U	NAD83
USGS	05491000	Sugar Creek near Keokuk, IA	40.44670985	-91.48487810	T	NAD83
USGS	05492000	Des Moines River at Highway 61 near Keokuk, IA	40.38559960	-91.43793150	F	NAD83
USGS	05494100	South Fox Creek Tributary near West Grove, IA	40.72529740	-92.62602400	F	NAD83
USGS	05494110	South Fox Creek near West Grove, IA	40.72529786	-92.60463450	F	NAD83
USGS	05494200	Fox River near West Grove, IA	40.74994444	-92.57586110	1	NAD83
USGS	05494250	Fox River near Paris, IA	40.76305556	-92.53305560	S	NAD83
USGS	05494300	Fox River at Bloomfield, IA	40.76946560	-92.41879640	S	NAD83
USGS	05494350	Fox River at County Hwy J40 near Bloomfield, IA	40.74835555	-92.33796160	F	NAD83
USGS	05494450	Fox River at County Hwy V56 near Milton, IA	40.69252640	-92.14517910	F	NAD83
USGS	05494500	Fox River at Cantril, IA	40.65919547	-92.06156540	S	NAD83
USGS	05494570	Valley Branch near Mount Sterling, IA	40.62336450	-91.97850710	F	NAD83
USGS	05494600	Fox River at Mount Sterling, IA	40.61614320	-91.93850570	F	NAD83
USGS	05494800	Little Fox River at Iowa-Missouri State Line	40.60308639	-92.05378760	F	NAD83
USGS	05495600	South Wyaconda River near West Grove, IA	40.71668927	-92.50018680	U	NAD83
USGS	06483100	Rock River near Rock Rapids, IA	43.50024729	-96.18447250	F	NAD83
USGS	06483260	Kanaranzi Creek near Rock Rapids, IA	43.46274840	-96.15613760	F	NAD83
USGS	06483270	Rock River at Rock Rapids, IA	43.43691620	-96.16752640	S	NAD83
USGS	06483280	Tom Creek at Rock Rapids, IA	43.43663830	-96.15585940	F	NAD83
USGS	06483290	Rock River below Tom Creek at Rock Rapids, IA	43.42297230	-96.16488720	5	NAD83
USGS	06483300	Rock River below Rock Rapids, IA	43.40413950	-96.14919200	F	NAD83
USGS	06483320	Mud Creek at Lester, IA	43.44747386	-96.34225580	F	NAD83
USGS	06483325	Mud Creek near Alvord, IA	43.30081160	-96.26724870	F	NAD83
USGS	06483330	Mud Creek near Doon, IA	43.28636760	-96.25835900	F	NAD83
USGS	06483340	Rock River near Doon, IA	43.27220140	-96.25196940	F	NAD83
USGS	06483360	Little Rock River near Little Rock, IA	43.49996615	-95.84946300	F	NAD83
USGS	06483380	Little Rock River at Little Rock, IA	43.43246919	-95.90251940	F	NAD83
USGS	06483390	Little Rock River at George, IA	43.33108516	-96.00252080	F	NAD83
USGS	06483400	Little Rock River near George, IA	43.31636380	-96.02807680	F	NAD83
USGS	06483410	Otter Creek North of Sibley, IA	43.46135578	-95.74168230	F	NAD83
USGS	06483420	Schutte Creek near Sibley, IA	43.47607768	-95.77751670	F	NAD83
USGS	06483430	Otter Creek at Sibley, IA	43.40385817	-95.76973850	F	NAD83
USGS	06483440	Dawson Creek near Sibley, IA	43.38969160	-95.71501460	F	NAD83
USGS	06483450	Wagner Creek near Ashton, IA	43.34580480	-95.76918280	F	NAD83
USGS	06483460	Otter Creek near Ashton, IA	43.33524960	-95.76223820	F	NAD83
USGS	06483470	Otter Creek near Matlock, IA	43.26580928	-95.92140760	F	NAD83
USGS	06483471	Rat Creek near Matlock, IA	43.27388889	-95.93750000	5	NAD83
USGS	06483475	Otter Creek at Kingbird Road near Matlock, IA	43.23858330	-95.98075000	1	NAD83
USGS	06483480	Otter Creek near George, IA	43.28747639	-96.05418810	F	NAD83
USGS	06483485	Little Rock River below Otter Creek nr George, IA	43.30275360	-96.05918840	F	NAD83
USGS	06483487	Little Rock River East of Doon, IA	43.27192310	-96.20446850	F	NAD83
USGS	06483490	Little Rock River near Doon, IA	43.26442379	-96.23641330	F	NAD83
USGS	06483495	Burr Oak Creek near Perkins, IA	43.24525718	-96.17752300	F	NAD83
USGS	06483500	Rock River near Rock Valley, IA	43.21442590	-96.29447090	F	NAD83
USGS	06483550	Rock River at County S Bridge near Hudson, NE	43.13026236	-96.40058590	F	NAD83
USGS	06483600	Rock River near Mouth of River	43.08415270	-96.44530900	F	NAD83
USGS	06484000	Dry Creek at Hawarden, IA	42.99637710	-96.47141920	S	NAD83
USGS	06484100	Sixmile Creek near Hawarden, IA	43.02609829	-96.40308400	F	NAD83
USGS	06484150	Sixmile Creek near Chatsworth, IA	42.92832305	-96.49003070	F	NAD83
USGS	06484200	Indian Creek near Chatsworth, IA	42.89276840	-96.50919790	F	NAD83
USGS	06485500	BIG SIOUX R AT AKRON,IA	42.83752049	-96.56192190	M	NAD83
USGS	06485600	Westfield Creek at Westfield, IA	42.76943930	-96.59753390	T	NAD83
USGS	06485800	Broken Kettle Creek near Adaville, IA	42.72221550	-96.46919640	F	NAD83
USGS	06485900	Broken Kettle Creek near Sioux City, IA	42.63777200	-96.50808650	F	NAD83
USGS	06485950	BIG SIOUX RIVER AT SIOUX CITY, IA	42.52443909	-96.48050300	R	NAD83
USGS	06599800	Perry Creek near Merrill, IA	42.72082534	-96.34280460	F	NAD83
USGS	06599900	Perry Creek near Millnerville, IA	42.69333330	-96.37030560	1	NAD83
USGS	06599950	Perry Creek near Hinton, IA	42.61971530	-96.37252790	F	NAD83
USGS	06600000	Perry Creek at 38th Street at Sioux City, IA	42.53488295	-96.41072360	S	NAD83
USGS	06600020	Floyd River near Sheldon, IA	43.20525487	-95.82307180	U	NAD83
USGS	06600030	Little Floyd River near Sanborn, IA	43.18600000	-95.72511110	1	NAD83
USGS	06600036	Sweeney Creek Tributary near Sheldon, IA	43.18608789	-95.74418100	F	NAD83
USGS	06600040	Little Floyd River near Sheldon, IA	43.15692360	-95.86751640	U	NAD83
USGS	06600060	Floyd River below Sheldon, IA	43.12720268	-95.89112770	U	NAD83
USGS	06600070	Floyd River near Hospers, IA	43.08931527	-95.90462750	5	NAD83
USGS	06600080	Willow Creek at Hospers, IA	43.07720458	-95.90473850	U	NAD83
USGS	06600100	Floyd River at Alton, IA	42.98193136	-96.00112890	F	NAD83
USGS	06600120	Deep Creek near Oyens, IA	42.82387830	-96.11502100	U	NAD83
USGS	06600140	Willow Creek near Oyens, IA	42.82832269	-96.11529870	U	NAD83
USGS	06600160	Deep Creek at Le Mars, IA	42.80415646	-96.15807760	U	NAD83
USGS	06600180	Floyd River at Le Mars, IA	42.80054540	-96.15807760	U	NAD83
USGS	06600200	Floyd River near Merrill, IA	42.74971290	-96.20919020	U	NAD83
USGS	06600250	West Branch Floyd River near Middleburg, IA	43.11359399	-96.08140920	U	NAD83
USGS	06600300	West Branch Floyd River near Struble, IA	42.92387695	-96.17696610	F	NAD83
USGS	06600400	West Branch Floyd River near Merrill, IA	42.74971299	-96.24085760	U	NAD83
USGS	06600410	Floyd River at Merrill, IA	42.72118548	-96.23994100	5	NAD83
USGS	06600500	Floyd River at James, IA	42.57665960	-96.31141560	S	NAD83
USGS	06600520	Floyd River at Sioux City, IA	42.48860520	-96.39169560	U	NAD83
USGS	06600530	Missouri River below Sioux City, IA	42.43471600	-96.38308470	U	NAD83
USGS	06600880	Sandhill Lake Ditch near Sloan, IA	42.22888889	-96.29436110	1	NAD83
USGS	06601480	Big Whiskey Slough near Remsen, IA	42.80776554	-95.88946000	F	NAD83
USGS	06601500	Big Whiskey Slough near Kingsley, IA	42.66665548	-95.86695870	U	NAD83
USGS	06601600	West Fork Little Sioux River near Fielding, IA	42.64998890	-95.86695860	U	NAD83
USGS	06601700	West Fork Little Sioux River near Kingley, IA	42.58332450	-96.00029530	U	NAD83
USGS	06601800	Mud Creek at Moville, IA	42.49110326	-96.09029770	U	NAD83
USGS	06601900	West Fork Little Sioux River at Moville, IA	42.47499200	-96.07779700	U	NAD83
USGS	06602020	West Fork Ditch at Hornick, IA	42.22693509	-96.07807160	F	NAD83
USGS	06602190	Elliott Creek at Lawton, IA	42.47499264	-96.18974570	F	NAD83
USGS	06602200	Elliott Creek near Bronson, IA	42.39804780	-96.23502480	U	NAD83
USGS	06602240	Big Whiskey Creek near Lawton, IA	42.47499300	-96.25058130	U	NAD83
USGS	06602250	Big Whiskey Creek near Bronson, IA	42.40110340	-96.24169180	U	NAD83
USGS	06602298	East Fork Wolf Creek near Oto, IA	42.34188889	-95.96813890	1	NAD83
USGS	06602300	Wolf Creek near Holly Springs, IA	42.30165770	-96.01973630	U	NAD83
USGS	06602400	Monona-Harrison Ditch near Turin, IA	41.96443228	-95.99195540	F	NAD83
USGS	06602410	Monona-Harrison Ditch near Blencoe, IA	41.89943228	-95.99667770	F	NAD83
USGS	06603600	Little Sioux River near Montgomery, IA	43.43555556	-95.25000000	S	NAD83
USGS	06603700	West Fork Little Sioux River near Lake Park, IA	43.48329690	-95.28360980	U	NAD83
USGS	06603750	WB Little Sioux Riv abv Silver Lk at Lake Park, IA	43.45869444	-95.34358330	1	NAD83
USGS	06603760	Trib WF Little Sioux R blw Silver Lk nr Lk Prk, IA	43.43833330	-95.27944440	F	NAD83
USGS	06603800	West Fork Little Sioux River near Montgomery, IA	43.41663125	-95.26694330	U	NAD83
USGS	06603900	Little Sioux River near Milford, IA	43.31663146	-95.18360830	U	NAD83
USGS	06604100	Spirit Lake Outlet at Orleans, IA	43.44579500	-95.09610580	U	NAD83
USGS	06604215	East-West Okoboji Lake Channel near Milford, IA	43.37716580	-95.12820920	S	NAD83
USGS	06604350	Milford Creek near Milford, IA	43.34068578	-95.13177320	5	NAD83
USGS	06604400	Milford Creek at Milford, IA	43.32051960	-95.14499590	U	NAD83
USGS	06604440	Little Sioux River at 300th St near Spencer, IA	43.21277778	-95.23916670	1	NAD83
USGS	06604500	Ocheyedan River near Bigelow, MN	43.44996666	-95.61695530	F	NAD83
USGS	06604510	Ocheyedan River near Ocheyedan, IA	43.43274497	-95.61167740	F	NAD83
USGS	06604584	Dry Run Creek near Harris, IA	43.44496579	-95.45611610	F	NAD83
USGS	06604600	Little Ocheyedan River near May City, IA	43.27997017	-95.46722910	F	NAD83
